"index","Job Title","Company Name","Company Star Rating","Company Location","Required Skills","URL"
105,Data Analyst,The Bradford Exchange,3.1,Canada,"SQL, Excel, VB, VBA, AWS",https://www.glassdoor.com/partner/jobListing.htm?pos=2404&ao=1110586&s=58&guid=0000017f9381fe84964aa51b8a30fb6f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d7dcd33a&cb=1647447244988&jobListingId=1007709060355&cpc=FB7E4A1762AE5BEC&jrtk=3-0-1fu9o3vrqq6l9801-1fu9o3vs4g2dp800-c84db7085e26d85e--6NYlbfkN0DfDheOtdl-PwKqprnlVnCWUhwQYk2YJjjS3S8j5aJaEOGppjyFH-v2AB6C6eIxS0jPNYC2DJf243MIQa1wo1chA9Q8Yfux7zHI-Po4UuziKejeaTp8nF8mySagm5A-eWu5OifrFfRb1ud8aQ9QRvculupFV5C0eKjEq2k6ZOHqmIzQgF0bKDUUa_WfAtqbAOLvi7MwerWc2kgvhHFY_HoyT7jZMQBp8SuP_Wdwr_ZD4-BkYL72ELW9KmGyooHLJi0UIpamquaTxOX-4fxfO-ben4iF6mDWLqAeAkWkEezXmb6wAy25wSjPP-8vozSxoqJbb493srE4XsB7M7rVpdIgrpPJjNGVNZECWNuq9UqOXyG4B-iXE49Lzr8hwswFaqEKg1q5wU3652gHKQ4CBbpPC0Yu8qTOVqyjI2j_NxXwvu1dkQjnHs-phpu3TS29w62adaZ8WwHouEgMww8JuIkFq8Nq4jHs9dtXiXFo-UhxNg%3D%3D
106,Business Insights Analyst (Work From Home),Surex,4.4,Toronto,"SQL, Tableau, Excel",https://www.glassdoor.com/partner/jobListing.htm?pos=2604&ao=1110586&s=58&guid=0000017f93834fd2b5dbcd1ae9db7889&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_920de0a6&cb=1647447331166&jobListingId=1007688617262&cpc=F41FEAB56D215062&jrtk=3-0-1fu9o6jvqq6lo801-1fu9o6k05n5cr800-11399e6b7b91be76--6NYlbfkN0Cg6nCvpF9GkDZ1dhhbwFVPBLDMu7Xd9rJ7vJhO6Erm9C0NnBEEhL6vVPf-myImKyeGqkBLO3Ebe0q8e1_1p2GBIVj-azDCPDHDEMhOtOcust6bwhKSj20-R0F9PAgDhIcwrFTy8shxPrcmYuUr1JcyQdJ2y32pWHibuJND0TxEidptfop5y_AaO2bqKDP0hN3N603a9xNKem3fea4f4Xa722yBnNGVrMOGyEpEQLJfyMkWgxLWAo4yZ5BtH031UpZ07dMH_jr806Yof16lPMmoGn1U9ZooxE4juox-KFkGZN4j2j8fkpjNfKAzL0BZibrL1ANgcUFdENCzwS3QPjNtAaHI1G7Cg51Lxcw3md1fQ5Qx71aVJsG39LN0UzdTAvFIFoN3v8VlvVV9iu-bHsSrLgUTmc2YAZ1AYLHG5MND3AZVNszre1et3K8WM3JJt5sH73Sxlx1pAJZufSr8evEHyNbRdzt_YLg0h1nfSXRvprJuK1fyfMv9ucYeay-je5AWyTVzJsDelVQrrCwdAxFvW515HMsuAec%3D
107,Financial Data Analyst,Kelly Services for Kijiji Canada,,Toronto,"Excel, Microsoft office",https://www.glassdoor.com/partner/jobListing.htm?pos=109&ao=1110586&s=58&guid=0000017f93886bdb94fe8cd907a7126b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8f5364bb&cb=1647447665997&jobListingId=1007699059707&cpc=1CBFC3E34E2A31FF&jrtk=3-0-1fu9ogr03r0bn801-1fu9ogr0c28q6000-731dfeb675818bcc--6NYlbfkN0AKIVXsKp832QZy7kMxDpogvGpoVUhkfb_4gzU-YFRK18NRa1lqSnZMrd76qT78j-wYzjfr2eLW8ekHjdAVtixRJ02nUcQGqKFy3uJB0xSrP5ObaM21q2uhaQkWEmTFjy0I5shwEt0PefOj3CqQnhUgz5YDYl_KB2meSE7rxZ0_WL9Z-higpK1lFaktPdV3-sqSqxNiAfBsbAhcd0YxHbz3VOl06EYhplBEh9VzAi7UPR2pvLM9mLnPRLv34ge5d3WMtOMX8LqtHcIixQq3nC-a2ToGa4q3L3-1QRaxcBozIhAFueMN2s8pjjKGUXskzmIz9O5i7iaGqsDPSC40fhZ3TpziDVzLgki0IMg6ybjBYtNRasFBYUr9dx-_wtyVPyt61Z2sz_2CiNQc4x10491Ky-uS0uMT58Vl4oBchfqVfR81Q0DqI0x4i6n4QNP34pGXTvDqITG9abVWnZEkUw50eTvzZQnGC9pGURh4XAcIJBjApi0fcqsw
108,Data Scientist,Spring Financial Inc.,4.6,Vancouver,"Python, Spark, SQL, Tableau, Azure, Excel, R, AWS",https://www.glassdoor.com/partner/jobListing.htm?pos=127&ao=1136043&s=58&guid=0000017f933b96968c8132cd46ac7759&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ed6dc908&cb=1647442630638&jobListingId=1007715492914&jrtk=3-0-1fu9jn5lsqt6f801-1fu9jn5m9mlve800-4b75865c11849308-
109,data scientist,ASTEK Canada Inc.,3.3,Montreal,Excel,https://www.glassdoor.com/partner/jobListing.htm?pos=119&ao=1136043&s=58&guid=0000017f933b96968c8132cd46ac7759&src=GD_JOB_AD&t=SR&vt=w&cs=1_6be8d02f&cb=1647442630637&jobListingId=1007687701352&jrtk=3-0-1fu9jn5lsqt6f801-1fu9jn5m9mlve800-5bd7e72b1aebb277-
110,Data Scientist I (Quants),TD Bank,4.0,Toronto,"Python, Spark, Azure, Scala, Hadoop",https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=1110586&s=58&guid=0000017f933b96968c8132cd46ac7759&src=GD_JOB_AD&t=SR&vt=w&cs=1_476b4104&cb=1647442630633&jobListingId=1007709093616&cpc=444700D72F2ECBCE&jrtk=3-0-1fu9jn5lsqt6f801-1fu9jn5m9mlve800-ad29274e5af52584--6NYlbfkN0B7zz2OmW4LKSX5pdXcoiPpS4pY9scnjwFl6mzk96G03JzBfenFjYshLvA3LODEO_VuMxPgopIBePi6pyhNVtQ-K9i-JoQGEChFUu7QLTQqCtniEWXeUIw5GnyJzNJfXT7CnqjAgeesplvnk9qxOX7aiWsBXRJA7-YexvAMUXQCoJKl9aG2X33RECYak4k1gkWix2SNxNuBBIaXY2aOH1yaACnJXmc77eizq2edQL8zIqkoe3j0HWzn2Rjg2LtF_MPvt0YNHrDjFWYeB7F0d0PVRZGHD2HwdqhcIlbMk0wOGYHrWADHZ1RwLA64-srU5MD2kKMz9vyOWaZzgDaRE68Wy6zyYginUdRdzdAwypWtY4i4nioHLpBE6sTJ5t90FSTTqBrqmj_q2M3KRU5P_tdD2r8Ani4-2kd3wJrM6pXdq2RUQ7aYNhsILVsoXAURj4QelbC69_rAPhwwnh-gUd0J3QLoYxGCzrL_sxDZeHXtles7POyFoOkR3qA4ElTd7slnhVD6BVpRoHa2Woc1pDNsWExVeONu71zi5rzHXaKNX7kwgE40_0W-v6VxIDMt1sZOKT1_ZlVug3MuTver3qoufyPqPTDanqZsqrtjzR5UDA%3D%3D
111,Applied Data Scientist,Geotab,4.1,Canada,"Python, SQL, Excel, scikit-learn",https://www.glassdoor.com/partner/jobListing.htm?pos=118&ao=1136043&s=58&guid=0000017f933b96968c8132cd46ac7759&src=GD_JOB_AD&t=SR&vt=w&cs=1_3f6162ad&cb=1647442630637&jobListingId=1007717719433&jrtk=3-0-1fu9jn5lsqt6f801-1fu9jn5m9mlve800-22dff0c05260a090-
113,Data Scientist,Boehringer Ingelheim,4.2,Burlington,"Python, SQL, Excel, R, PowerPoint, AWS",https://www.glassdoor.com/partner/jobListing.htm?pos=125&ao=1136043&s=58&guid=0000017f933b96968c8132cd46ac7759&src=GD_JOB_AD&t=SR&vt=w&cs=1_da7f6c52&cb=1647442630638&jobListingId=1007684440048&jrtk=3-0-1fu9jn5lsqt6f801-1fu9jn5m9mlve800-a3103103b2c4b83c-
114,Data Scientist,Alloy,4.5,Vancouver,"Python, Java, Pandas, Numpy, SQL, Excel, R, scikit-learn",https://www.glassdoor.com/partner/jobListing.htm?pos=122&ao=1136043&s=58&guid=0000017f933b96968c8132cd46ac7759&src=GD_JOB_AD&t=SR&vt=w&cs=1_d0dfa215&cb=1647442630637&jobListingId=1007632416313&jrtk=3-0-1fu9jn5lsqt6f801-1fu9jn5m9mlve800-579554f7524ca5e7-
115,Applied Scientist,Amazon Dev Centre Canada ULC,3.8,Toronto,"Python, Java, C++, Excel, Scala",https://www.glassdoor.com/partner/jobListing.htm?pos=130&ao=1136043&s=58&guid=0000017f933b96968c8132cd46ac7759&src=GD_JOB_AD&t=SR&vt=w&cs=1_47055d46&cb=1647442630640&jobListingId=1007719327166&jrtk=3-0-1fu9jn5lsqt6f801-1fu9jn5m9mlve800-26900d365ea186f6-
116,Marketing Data Scientist,Napkyn Inc.,,Ottawa,"Python, SQL, R",https://www.glassdoor.com/partner/jobListing.htm?pos=106&ao=1110586&s=58&guid=0000017f933b96968c8132cd46ac7759&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a4e39109&cb=1647442630634&jobListingId=1007606446052&cpc=4F748F1840550ABC&jrtk=3-0-1fu9jn5lsqt6f801-1fu9jn5m9mlve800-1ae6099d97b6d76f--6NYlbfkN0DA7B8jBNPrBBEJXe2Yh0OOvCZpcOyLNiZnC9PqPcKLSsfHO3iUAd-xmgAkdCOaEvubcFQihhIbXl4ZNdA9-J8o4IMmJoCrS3rOBJwat7idA4nzsm9VdwH7jj-ZvXTGhZ3_GascWBATfD6zoTCLJLKTe0uNEsEuypFhIDk-51sXqWN7ibDW0F5xu83eM8DJ_1WK0IrYbP5R2o1exVY1hdZBl74QzRtuCYASgzr4R-C6mkmPJU_mWAWQv9WJe7VrJ9HV0SRNcc0ji1x5Yc7knn76vprdxTqQUaLIVjiGqmoIIsNkI9FRauvLj-bxEQqw_yBC5KCDStuEx9z06GXioGypaC072tIWfD_COHcgPzrGt-F5dafgxzIk46z7OqcuGsH44QeOffjCf1b7o7t2vdF1IHfJHsFsg1XrXmmSgXPiR8BpSwpdqvBHrW2xF1ce8SbvAcnnWVo4QytlWGMk6fdo4TjNIGdqQDGNi7LPAHmRvaqQZ0zUGe15XGoVIFcw8QOCBfi2s1iCOA%3D%3D
118,Data Scientist,TerraSense Analytics Ltd,,Kelowna,"Python, C++, Excel, Pytorch",https://www.glassdoor.com/partner/jobListing.htm?pos=115&ao=1136043&s=58&guid=0000017f933b96968c8132cd46ac7759&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8dcdcea4&cb=1647442630634&jobListingId=1007704758272&jrtk=3-0-1fu9jn5lsqt6f801-1fu9jn5m9mlve800-9ba9f9a189f2d9ce-
119,Data Scientist - 332788,Procom,4.1,Ottawa,"Python, SQL, Excel",https://www.glassdoor.com/partner/jobListing.htm?pos=107&ao=1110586&s=58&guid=0000017f933b96968c8132cd46ac7759&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_87610dcc&cb=1647442630634&jobListingId=1007669366284&cpc=9908D8D4413DBB8A&jrtk=3-0-1fu9jn5lsqt6f801-1fu9jn5m9mlve800-42a396abd0af0d7e--6NYlbfkN0BreR47D9bMWJ28XlwS8rs2_GIFY3-vSdy_Xwl-swcV-nLMwXF3u7ntxl6CekgI_C_KRzh5lHJ6NOUB56Ab-lLV4QRH3GUX64llxcI_y212oPrYzAMOiYHaNisY2dIWXoDa37dYrPzcxVZpo5IdQKs0UWjbDldrQbXfRLfkaaIjDB1eMMHVGXaxG8HEbVR6XoCTVGhO1lg1_3uJza784DBdNcAtFR6eKRvrRM72NIPKDIcuykxwEV1lklQ_aKtmnnT7_mV8hNa9TroksDhdMD3wMiMz1fHDBjaQXpc1gxFVJ9ouI1E20u0D52pp2olSoU4_MSz285b8c2cnFtrL8x9PouBitEsQcrwr8itp-HdqqJ-7lpdJK8isXINW4Sn0dVs-Uk8Id-cw2K4Gf5g3P_I4zOoMBm_X83ttXxJ4roRM_QA_5mTMRIPeN7aTTI69MT3cFzfy3hUOeyksuuamymRWeYbkTVpydExm6rXWS3XesxppQtKWmJuZJ7TYnxx1Cvo9lxYJgT_LpN8vCVJmu37OCFf3s0UbYFlDlaO7gDLMEi25-eCQnFgYQCSpm2GXA04%3D
120,Senior Data Scientist,Instacart,3.8,Toronto,"Python, SQL, R",https://www.glassdoor.com/partner/jobListing.htm?pos=112&ao=1136043&s=58&guid=0000017f933b96968c8132cd46ac7759&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d01b6731&cb=1647442630634&jobListingId=1007073026772&jrtk=3-0-1fu9jn5lsqt6f801-1fu9jn5m9mlve800-e422b7edab2f3489-
121,Data Scientist,Yoppworks,4.0,Ottawa,"Python, Spark, GCP",https://www.glassdoor.com/partner/jobListing.htm?pos=116&ao=1136043&s=58&guid=0000017f933b96968c8132cd46ac7759&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_32023ca7&cb=1647442630634&jobListingId=1007716542463&jrtk=3-0-1fu9jn5lsqt6f801-1fu9jn5m9mlve800-3d7e85261885af56-
122,Machine Learning Engineer,Kavtek,,Toronto,"Python, SQL",https://www.glassdoor.com/partner/jobListing.htm?pos=105&ao=1110586&s=58&guid=0000017f933b96968c8132cd46ac7759&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_279bb3dd&cb=1647442630634&jobListingId=1007717851913&cpc=26740BCDE5E48596&jrtk=3-0-1fu9jn5lsqt6f801-1fu9jn5m9mlve800-d35286ca8bbf4719--6NYlbfkN0DE0y7qknlqQzPZXwM0q4hbhyY5TvCKcM4vHwO9munXlIsIvrOLqUI6P-weSh5S6muh6qpMpyaxmCiB4Z-I-fKy3qUwKklZ6ZwgahuZbXoebYDDmu5Y-d8BjD7_IZrKtUCqnYUMUF1xt1lm31NQSRj5u7h1Tvcq9z01HX42w5wGMbzrxvycDRkhbOQfZRuHdiViFiuEV5ZCMXH16UXpUtNNHxhe0EPStU7IS_x8UXqos5xH_Yd-aMbzW-BGzR9iAebMUHF7X3DCiozRZSaD4GtTUhlsiMtrViG-huCGLNxFfMFLG2NRzX-QYEwf0jpxMsTNe5HOuUztKND7rJoSk2ioyjlpP11gneGxNp9mDM08N8xOiCGaN1np7Uw8EH0XFG_rT9G8UTq_cJ-5vGpHTLFhkL2Sk2Pv8yRk4cS0U0gg7Ya3T54gaYx70J4ww3dvj5fxBrPnokacPAgjS9ZrP83l4n6tHBeZKCLgyDY_4I0qznOQ1bPfGfqO
123,Data Scientist (Coop),Ecoation,4.3,Vancouver,"Python, SQL",https://www.glassdoor.com/partner/jobListing.htm?pos=123&ao=1136043&s=58&guid=0000017f933b96968c8132cd46ac7759&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b8ba28d0&cb=1647442630637&jobListingId=1007712252485&jrtk=3-0-1fu9jn5lsqt6f801-1fu9jn5m9mlve800-9c7e2cd0fc4e2873-
124,Jr. Data Scientist,GALE Partners,,Toronto,"Python, Numpy, SQL, Tableau, Power BI, scikit-learn, Scipy, AWS",https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=1110586&s=58&guid=0000017f933b96968c8132cd46ac7759&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7ac81fb8&cb=1647442630633&jobListingId=1007665998428&cpc=74FD5BE86273CE52&jrtk=3-0-1fu9jn5lsqt6f801-1fu9jn5m9mlve800-f489e634b19a955c--6NYlbfkN0A1xiXWvFJmoSruKBHZlY02l68wTdgYWbcMaODektT115ZWOXfOCMGECKLVa8qpvlJliiq26vuKFTbuiTykd9DcAqLkbduN1uBD6p2NpY6mawUkd8uRLWm_ezbXI35hGFzDhUmjy0Vw3FPfQp7eT6l_Zal9OMzJkafVL-pYOhjLr3-iFfkslKTHg9FRAcmXXuDQ-pgWT_ZiSEdSyOEjTJp0MxGnq1qB6WGnX7kQPEP8qfJ6BdzZSRdupwBEhWSroueSN84xrrqQDQNfotyO2a4-m3GPNEJWjtAnvEePLohijONAuppRvqHKLGZW6o_bBd7UfelIaciXHs6nBVu2JDEXmQAuIorKprp9oEzmttnBO_rXc39C72V9zwC9oPo-MZKsBMvhjwToWq3crQSDX2X7XVqjmGqK-wIqTmaGPkOez7rniQ7W7QIdDD8Fd-nlVOei8TdHmuZ8P4QmKLq8UX208_t4Cn3mb9a6JgtJedIxNaoDprWYY0ya
125,Data Scientist Level I,Swift Medical,4.5,Toronto,"Python, Pandas, SQL, R, AWS",https://www.glassdoor.com/partner/jobListing.htm?pos=108&ao=1136043&s=58&guid=0000017f933b96968c8132cd46ac7759&src=GD_JOB_AD&t=SR&vt=w&cs=1_4c512031&cb=1647442630634&jobListingId=1007719726136&jrtk=3-0-1fu9jn5lsqt6f801-1fu9jn5m9mlve800-45776901f6ad9155-
126,Data Scientist,CGI,3.8,Montreal,"Python, Java, C++, Pandas, Numpy, Keras, SQL, Azure, Excel, R, Databricks, Pytorch, NLP",https://www.glassdoor.com/partner/jobListing.htm?pos=113&ao=1136043&s=58&guid=0000017f933b96968c8132cd46ac7759&src=GD_JOB_AD&t=SR&vt=w&cs=1_fa9c3f36&cb=1647442630634&jobListingId=1007717792290&jrtk=3-0-1fu9jn5lsqt6f801-1fu9jn5m9mlve800-e47a064689dd241c-
127,Data Scientist,Appcast Inc.,4.8,Fredericton,SQL,https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=1110586&s=58&guid=0000017f933b96968c8132cd46ac7759&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_22e85024&cb=1647442630633&jobListingId=1007671610387&cpc=6EF74AC2F94C1840&jrtk=3-0-1fu9jn5lsqt6f801-1fu9jn5m9mlve800-61dd86d18f3fcae4--6NYlbfkN0DLJDYD40VPjRrHNN7OAyuJa3zFsWcKuXS2ZhbWoFImQDx1btL95E_8NFmWPXl1y1mibZpKJWUyuDpmlcDevBf8P91i8X0ZFHmMT3vzezx_VOZdvbWTFiMa9qh7JY9wWa_oN3tZYOp4ioNY55iG0r2uof-b4kq2iDUZi658fQeN9PKxbm1g31YUkpr9BzDNIigNfglkzk9ugP9DJSSSipqy9Sbpno_STRXLvK99v-tIzCjqxd7tcm9wlUCUCzySaPwFeuskaBlsbYbYCuAdrqQjO94LMFHqrKdbgzyN8MmTGMs8wlB3-IlU4rTSn_RB5Qs_6JO-BMCngvylUbF9W42-ZEShqyME8eIPEJUtVxhJupSSUf5EgTOuFqcdJ0N6CD6F_KNYUh5kXZ-MGi-XT57mOhAhu7TUnFJ6H5x6KApXtx-EOQoo1auZxUiojrH4W7qq4aYX0x7lFQyqlWnbWzNpOaKlI4u7qf9fm4b6Ti_pYesj78yNDATH
128,Data Scientist,Town of Oakville,4.2,Oakville,"Python, Java, SQL, Tableau, Power BI, Excel, R, Microsoft office, Scala, Hadoop",https://www.glassdoor.com/partner/jobListing.htm?pos=110&ao=1136043&s=58&guid=0000017f933b96968c8132cd46ac7759&src=GD_JOB_AD&t=SR&vt=w&cs=1_6919d724&cb=1647442630634&jobListingId=1007718220048&jrtk=3-0-1fu9jn5lsqt6f801-1fu9jn5m9mlve800-7ac2d314edd47c67-
129,DATA SCIENTIST,Ministry of the Solicitor General,3.8,Toronto,"Python, SQL, Tableau, Excel, R, R, VB, VBA, Hadoop",https://www.glassdoor.com/partner/jobListing.htm?pos=109&ao=1136043&s=58&guid=0000017f933b96968c8132cd46ac7759&src=GD_JOB_AD&t=SR&vt=w&cs=1_f665f617&cb=1647442630634&jobListingId=1007719141554&jrtk=3-0-1fu9jn5lsqt6f801-1fu9jn5m9mlve800-c4a4b4984c868570-
130,Data Scientist (NLP),nugget.ai,4.2,Toronto,"Python, Spark, Pandas, Numpy, SQL, scikit-learn, Scipy, NLP, Hadoop",https://www.glassdoor.com/partner/jobListing.htm?pos=128&ao=1136043&s=58&guid=0000017f933b96968c8132cd46ac7759&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8172e34b&cb=1647442630638&jobListingId=1007718625908&jrtk=3-0-1fu9jn5lsqt6f801-1fu9jn5m9mlve800-c507d98992ac0d59-
131,"Data Scientist, Google Cloud Support",Google,4.5,Waterloo,"Python, SQL, Excel",https://www.glassdoor.com/partner/jobListing.htm?pos=124&ao=1136043&s=58&guid=0000017f933b96968c8132cd46ac7759&src=GD_JOB_AD&t=SR&vt=w&cs=1_a5c3bba4&cb=1647442630637&jobListingId=1007684512333&jrtk=3-0-1fu9jn5lsqt6f801-1fu9jn5m9mlve800-4e7a2019e56801ec-
132,Data Scientist,Technohires Consultancy Services LLC,,Toronto,"Python, Java, C++, SQL, Tableau, Power BI, Excel, R",https://www.glassdoor.com/partner/jobListing.htm?pos=111&ao=1136043&s=58&guid=0000017f933b96968c8132cd46ac7759&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_30976991&cb=1647442630634&jobListingId=1007711418726&jrtk=3-0-1fu9jn5lsqt6f801-1fu9jn5m9mlve800-1c66871de301802b-
133,Data Scientist,Pall Corporation,3.9,Vancouver,"Python, Numpy, Excel, Scipy",https://www.glassdoor.com/partner/jobListing.htm?pos=120&ao=1136043&s=58&guid=0000017f933b96968c8132cd46ac7759&src=GD_JOB_AD&t=SR&vt=w&cs=1_d6a37068&cb=1647442630637&jobListingId=1007702243563&jrtk=3-0-1fu9jn5lsqt6f801-1fu9jn5m9mlve800-b664dee795d620c7-
134,Data Scientist,Ppulus,,Edmonton,SQL,https://www.glassdoor.com/partner/jobListing.htm?pos=129&ao=1136043&s=58&guid=0000017f933b96968c8132cd46ac7759&src=GD_JOB_AD&t=SR&vt=w&cs=1_7326f741&cb=1647442630638&jobListingId=1007719544258&jrtk=3-0-1fu9jn5lsqt6f801-1fu9jn5m9mlve800-c074fd0826f686ea-
135,"Data Scientist, Bitmoji",Snapchat,4.2,Toronto,"Python, SQL",https://www.glassdoor.com/partner/jobListing.htm?pos=230&ao=1136043&s=58&guid=0000017f933c44dca623fda847374316&src=GD_JOB_AD&t=SR&vt=w&cs=1_ba832887&cb=1647442675452&jobListingId=1007707677371&jrtk=3-0-1fu9johd8n55m801-1fu9johdqmlu0800-a753e25f747efb34-
136,Data Scientist Engineer,Robert Half,3.9,Markham,SQL,https://www.glassdoor.com/partner/jobListing.htm?pos=206&ao=1110586&s=58&guid=0000017f933c44dca623fda847374316&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_72975246&cb=1647442675450&jobListingId=1007643327392&cpc=9908D8D4413DBB8A&jrtk=3-0-1fu9johd8n55m801-1fu9johdqmlu0800-df1c927961e613e5--6NYlbfkN0CkZrmoNIfNnv5K6heJNTgcHXgr0H7cYcF0-Q8gfPuoOdPpnl151udEfgvreXClkZmom8kBnautYNnMAZMPFIKUx6cLHcK5tm1ocF3u4O6QI_jUNFhUalkgBqOgfQXez15TJ7aJMQUu2OLG18RKuNyl9kmIIy2jIpcGDvvLMONQaaXHlzHYQf91I_bFKeXGRM0g11scZxGaMDFHGK4lUUh-lbhctw7ghPqGEy1imQAFC5ZhNi3wnsSsQHXp-aOSHK_zG8gQTmoqhY2vVXtH_prynAP-nwY3J2VhITZPkuWK2Az_Du_EzhC-NlW1BXHz2GLYGddV1gUw6jRDiMlp6YU0RKLJ6yekVh-l05_DrV9qedc2cA5BYrhmvbRD_xee96OlfHIiv5AQFmsgYbCz8cLoZIEijNT_qjhOkEpViT9-B8J7rF56J9kW46fEBJ4qZDt3ZFfB4Eo1d1kzdJUapSMdMRsKEs3q3Iz7obOSP1LeF3cxFv8tcNv8xAhkgATeqWtRX3C7XY-DHx7qV2YhCdLcAmeVcvIkQazsfvqgpv3pST7UN_Zfzvm-
137,Data Scientist(ML-Ops),Loblaw Companies Limited,3.6,Brampton,"Python, Spark, SQL, Databricks, GCP",https://www.glassdoor.com/partner/jobListing.htm?pos=305&ao=1110586&s=58&guid=0000017f933d2c9785b0d7470cb7ff2e&src=GD_JOB_AD&t=SR&vt=w&cs=1_bf9722a2&cb=1647442734603&jobListingId=1007698796635&cpc=9FE5D8D7282D4400&jrtk=3-0-1fu9jqb5vu4bi801-1fu9jqb6cn5aq800-a4b43719c00843f9--6NYlbfkN0C5VBEfUGqMyB9yGq6fzxQHKsgXpRdUcTZd70V7yFRQPGamEme_bL9zEh_iLd8RmtJ82rOM6Klqd3gjbgwNm4XAK26pwIyWDKAxxvYhRrQx0SWkne6e9BNrS1aOdMivgyb4P0y8FrzZV1CHcMEp1L0jqUjjx1vKjalUNxZErYizTRyqwHLvfVVB36yza1__epxN1jpNTwJxg4bGY1txljtQbPGmvIa7iIgNrzZT1sX4712ygYsN1x3ir8PDRna2vrrl1I2M_VGZnO6BF2lUKDiz1CF37cuYiez4_UVbGon3e0ZpIkmi4ODKPFSXUgGFaD3NKnnqSrJUouudJOraRmCJw4UhEwXPKsgodySQMQz1OOoZ36YFkU_Uk9zSCCfkBdIF0gp2S0_iosT-4XZ048N8KKJrkUcv-wtWn3QdSIKUl1m9mZqN1ut8NWGeVjDKOfHwhjKvWKJErwbXJtJhpmuYj8-yZLfi_kOA1ZzIVDt6_NcrqZatD5g08vBLkpvVSeCWcaBwgqqqOAHPfkEuPHceq6fXIMKZQ8snE_RaCA4Syd-tiL4tP9mE7iN7Jdf41uIZOKDfPvfSW-RS1-9uHc1muKWVryr39Yad2RvAngFcca0c9iemKIKXnELjeDWDOYgNL9O-FoIbNC1dzF9DP4DU8g7iIMLj4fbqY_4_-ukqgEyA25iQenJi5cI9UNKrtHN3ug94DLyGGg%3D%3D
138,"Data Scientist, International Analytics",DoorDash,3.9,Toronto,"Python, SQL, Tableau, R, MATLAB",https://www.glassdoor.com/partner/jobListing.htm?pos=307&ao=1110586&s=58&guid=0000017f933d2c9785b0d7470cb7ff2e&src=GD_JOB_AD&t=SR&vt=w&cs=1_e76cf27a&cb=1647442734604&jobListingId=1007114134719&cpc=451933188B21919D&jrtk=3-0-1fu9jqb5vu4bi801-1fu9jqb6cn5aq800-9ecc61c2ae46fc27--6NYlbfkN0AW5-xsU-vMWeSLIbut59GbFrk8yjVb2oiwG7C4MAW4pNkHNTQQ0vMWqFJHXpYoOYGbpCBO5lv5IzXHqEn_7zugLhPQo2tBa8IebOmNVtjlpIIdRMJ83GLD8MoU5UHIuoO_KkQyqHB2jfJJbyy8vu0oO39CAHNQgP3tlRC0e655mD2cYDmcPKYVAPA6HR0IVU7UDNk3Ske5I0EF9fQldaYcLMN_tyouc288A_AoQn3S-uiLsooHqmPTEaQD4yCuncdzQ2dBmTIUwaDNxh-Dp1DvVN2YcaFaToAkyhIYO4cieGK69_BLuUrP9xSb8rzXadKSzHTSdDuMl1Bj753IvBim9b8GQbQTuHeQl7N7UXjNholuw6wxVjWfIyfRpLw7he8kJpMZ5QpPtbJn4SdaIE_-eFkGzVNM0cnE4Ize2703uSUSJF97RJqkiAnFy-09cq2QrVtW4M0fh0aEhMUSwBSny0ozbVwl-IT0UHr5wxGAALRBjZF9DX4CK5PWCmzr44W3MRYzEXHyEmhAEViZTf-UUwP1OkXO4PBaQXZZbaNGyKFh8VYoJXIwNkLZCcDtTI5nbMmM2xEw8wMRn5fDCL81fN5a1k7lIEMV_HzwVMtVP1jL2H__ABBS5GB3JI3CcPGW_9B8gn3j0J-Ttyo2oRa1SSzvoUn6MbsNKnnxqi7EEF8YdjqmRrFzmT2I3-7UMqyqPJFjM1fZrN0Jo8YEkJtv5lrp-QoYaS3fMGXTBni-jAH6vTh405eY_qW5xdLq8CqE7NRijir8c8fMeRDnAd8e5zHf2B6rX0_X6xmEnil0FCl05Unn5B3dE0X-YsICvFJKGXwoUA3o_bCnUdI2vygoorsrzhbU0a3ztBeObIn5ZQ%3D%3D
